"","id","Longitude","Latitude","Area","OceanRegionCode","IsHome","SWF_BYT","SWF_YFT","SWF_SWF","SWF_OTHER","TUNA_BYT","TUNA_YFT","TUNA_SWF","TUNA_OTHER","SWF_LOG","SWF_LTH","TUNA_LOG","TUNA_LTH"
"1",1,135,0,5,"EPO",0,68.3951221142087,14.7347126212936,174.493994214606,-171.73882382579,578.092537261923,198.217783196817,31.3531876103308,255.184516014177,0,0,0,0
"2",2,136,0,5,"EPO",0,-9999,-9999,-9999,-9999,475.499285912451,149.430406372336,56.4584188499654,256.624691481226,0,0,0,0
"3",3,137,0,5,"EPO",0,-9999,-9999,-9999,-9999,371.586997371707,80.6158445497248,51.4617035106933,271.55226579306,0,0,0,0
"4",4,138,0,5,"EPO",0,157.453233554991,14.1682270113165,861.504421996021,56.0424989237594,-9999,-9999,-9999,-9999,0,0,0,0
"5",5,139,0,5,"EPO",0,86.8371887421363,62.6081199591687,289.239299959394,99.7365404166839,398.435920944355,181.23322884726,44.9483070065287,371.888494440389,0,0,0,0
"6",6,140,0,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"7",7,141,0,5,"EPO",0,-9999,-9999,-9999,-9999,515.250815164495,47.3971736236044,49.9178498924586,216.342862333964,0,0,0,0
"8",8,142,0,5,"EPO",0,-9999,-9999,-9999,-9999,760.310738472725,164.612427165111,58.1859173576027,221.257480996353,0,0,0,0
"9",9,143,0,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"10",10,144,0,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"11",11,145,0,5,"EPO",0,-9999,-9999,-9999,-9999,453.097671312028,151.161388770547,43.8741905858865,556.938160042793,0,0,0,0
"12",12,146,0,5,"EPO",0,-9999,-9999,-9999,-9999,591.177335984919,128.746361696316,97.5200415857112,258.910382037068,0,0,0,0
"13",13,147,0,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"14",14,148,0,5,"EPO",0,-15.0021304549492,-6.28222071624445,-41.6519639978659,-234.91359896764,-9999,-9999,-9999,-9999,0,0,0,0
"15",15,149,0,5,"EPO",0,-9999,-9999,-9999,-9999,502.214897087612,-11.363922399571,49.5230546227429,418.367376908335,0,0,0,0
"16",16,150,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"17",17,151,0,5,"WCPO",0,-9999,-9999,-9999,-9999,337.879025041507,219.194378015227,-0.131924366190098,206.872172885308,0,0,0,0
"18",18,152,0,5,"WCPO",0,-9999,-9999,-9999,-9999,482.263511809294,94.6112182408528,35.0357265264615,407.327456789827,0,0,0,0
"19",19,153,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"20",20,154,0,5,"WCPO",0,178.897527345836,34.5054941270007,457.731181672092,193.476173585679,271.780782222294,266.004041567137,31.9466886323656,395.789520081615,0,0,0,0
"21",21,155,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"22",22,156,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"23",23,157,0,5,"WCPO",0,-9999,-9999,-9999,-9999,473.294012480548,66.7333558942909,52.1301236386119,284.722547787541,0,0,0,0
"24",24,158,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"25",25,159,0,5,"WCPO",0,-9999,-9999,-9999,-9999,351.706347226195,196.289270645261,-4.46072038658269,177.432487049237,0,0,0,0
"26",26,160,0,5,"WCPO",0,-9999,-9999,-9999,-9999,538.483854393019,100.512751003127,39.1121094908625,157.538473455111,0,0,0,0
"27",27,161,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"28",28,162,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"29",29,163,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"30",30,164,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"31",31,165,0,5,"WCPO",0,165.652368443665,16.8726520298252,582.224366838778,-61.3918313675089,-9999,-9999,-9999,-9999,0,0,0,0
"32",32,166,0,5,"WCPO",0,188.460013949938,36.2350021260722,718.703735757416,152.388592680455,503.376291359821,8.64252215055431,25.179194550467,425.828111122604,0,0,0,0
"33",33,167,0,5,"WCPO",0,-9999,-9999,-9999,-9999,451.960756129078,98.3507395624962,51.4357534804295,404.904289636115,0,0,0,0
"34",34,168,0,5,"WCPO",0,-9999,-9999,-9999,-9999,585.800143470845,29.5007445231663,68.1157655326292,240.501880358229,0,0,0,0
"35",35,169,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"36",36,170,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"37",37,171,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"38",38,172,0,5,"WCPO",0,160.981085998753,-22.4428479095326,1784.53939774524,77.5348110190357,-9999,-9999,-9999,-9999,0,0,0,0
"39",39,173,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"40",40,174,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"41",41,175,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"42",42,176,0,5,"WCPO",0,-9999,-9999,-9999,-9999,372.915113284006,134.844102634126,105.943823480745,107.283727131749,0,0,0,0
"43",43,177,0,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"44",44,178,0,5,"WCPO",0,-9999,-9999,-9999,-9999,641.460754583275,142.559305671945,29.6314337219049,297.795170384245,0,0,0,0
"45",45,179,0,5,"WCPO",0,-9999,-9999,-9999,-9999,595.629779012867,209.264954189545,24.5913787339586,177.698126329579,0,0,0,0
"46",46,135,1,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"47",47,136,1,5,"EPO",0,-9999,-9999,-9999,-9999,505.21188644295,31.4801520559919,41.2433300023244,350.285610663701,0,0,0,0
"48",48,137,1,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"49",49,138,1,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"50",50,139,1,5,"EPO",0,231.47057591243,90.2375193644397,1126.79193400556,116.379310165461,318.747790917056,100.577378313138,62.9911509875606,265.115582675729,0,0,0,0
"51",51,140,1,5,"EPO",0,42.6798792044084,93.8926110411985,-51.3059257605669,-41.0534484535233,183.917974687752,48.1751014929713,45.3923371042906,360.128463926289,0,0,0,0
"52",52,141,1,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"53",53,142,1,5,"EPO",0,54.3744873475312,77.2211326755724,142.830986903617,252.38990209722,481.657431347919,244.936175168296,32.7698903862493,434.06462675546,0,0,0,0
"54",54,143,1,5,"EPO",0,-9999,-9999,-9999,-9999,367.901495768482,64.043814734495,53.1585043445996,286.466706866692,0,0,0,0
"55",55,144,1,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"56",56,145,1,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"57",57,146,1,5,"EPO",0,-9999,-9999,-9999,-9999,596.083440228326,159.502418627763,34.6060076401346,344.654806062368,0,0,0,0
"58",58,147,1,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"59",59,148,1,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"60",60,149,1,5,"EPO",0,-9999,-9999,-9999,-9999,436.836373139179,95.1019760786907,53.3499872180657,122.456559870367,0,0,0,0
"61",61,150,1,5,"WCPO",0,-6.30360481706126,54.654588850581,-381.027859377986,46.1048091715923,-9999,-9999,-9999,-9999,0,0,0,0
"62",62,151,1,5,"WCPO",0,-9999,-9999,-9999,-9999,714.963959484689,49.8992773657511,35.5946946299209,243.563826631226,0,0,0,0
"63",63,152,1,5,"WCPO",0,-9999,-9999,-9999,-9999,398.006113796299,163.557240602755,47.1762358768776,428.286754071039,0,0,0,0
"64",64,153,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"65",65,154,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"66",66,155,1,5,"WCPO",0,-9999,-9999,-9999,-9999,341.725447336264,91.7284837368702,49.1830689305981,413.653717741381,0,0,0,0
"67",67,156,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"68",68,157,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"69",69,158,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"70",70,159,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"71",71,160,1,5,"WCPO",0,-9999,-9999,-9999,-9999,503.364009850761,95.8179312676516,65.0423750913865,385.435940266285,0,0,0,0
"72",72,161,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"73",73,162,1,5,"WCPO",0,-9999,-9999,-9999,-9999,428.441257024477,173.461169969528,74.6326009255313,328.59046036127,0,0,0,0
"74",74,163,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"75",75,164,1,5,"WCPO",0,132.98901316999,82.2648140096125,1271.9965567153,-17.6211980020534,-9999,-9999,-9999,-9999,0,0,0,0
"76",76,165,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"77",77,166,1,5,"WCPO",0,187.163687208905,129.035888276702,-494.678760247259,146.360329645787,452.482284328505,21.4645018232521,76.1147978255551,370.135190085692,0,0,0,0
"78",78,167,1,5,"WCPO",0,-9999,-9999,-9999,-9999,135.549992546534,141.631656811796,76.4374552086012,235.131944895346,0,0,0,0
"79",79,168,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"80",80,169,1,5,"WCPO",0,-9999,-9999,-9999,-9999,998.15783371453,150.644882613406,32.0775410590134,316.049153175929,0,0,0,0
"81",81,170,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"82",82,171,1,5,"WCPO",0,173.565790877719,142.169149995199,392.46943541323,9.78668281242973,-9999,-9999,-9999,-9999,0,0,0,0
"83",83,172,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"84",84,173,1,5,"WCPO",0,-9999,-9999,-9999,-9999,542.419395408723,-33.1426945605001,35.4982024296401,356.350573702272,0,0,0,0
"85",85,174,1,5,"WCPO",0,-9999,-9999,-9999,-9999,390.373848344437,126.843268586583,37.7944836709061,363.337071217646,0,0,0,0
"86",86,175,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"87",87,176,1,5,"WCPO",0,-9999,-9999,-9999,-9999,397.885613591148,155.60521498915,77.9896453984322,435.694240872932,0,0,0,0
"88",88,177,1,5,"WCPO",0,-9999,-9999,-9999,-9999,240.561899266859,189.86654842464,60.2297395118844,371.301927836139,0,0,0,0
"89",89,178,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"90",90,179,1,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"91",91,135,2,5,"EPO",0,171.337133666229,85.9224125835896,481.89265988922,-125.834136725923,592.693626321381,120.047573592799,41.9699474320672,336.858226956327,0,0,0,0
"92",92,136,2,5,"EPO",0,-112.623363003679,19.0985139317355,-709.076056392518,-41.0192710260641,-9999,-9999,-9999,-9999,0,0,0,0
"93",93,137,2,5,"EPO",0,136.007508078046,-18.6266715688653,1137.62982703123,250.659808791498,-9999,-9999,-9999,-9999,0,0,0,0
"94",94,138,2,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"95",95,139,2,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"96",96,140,2,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"97",97,141,2,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"98",98,142,2,5,"EPO",0,-9999,-9999,-9999,-9999,553.352006185593,118.65712140519,47.942738380591,98.4361465391952,0,0,0,0
"99",99,143,2,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"100",100,144,2,5,"EPO",0,34.5559796952016,16.5755319526981,527.514837658255,92.6126006667922,386.620717924667,132.406874030627,49.4430557036997,213.512098481716,0,0,0,0
"101",101,145,2,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"102",102,146,2,5,"EPO",0,-9999,-9999,-9999,-9999,586.729743623539,270.211166990538,14.5432189948859,312.795751898488,0,0,0,0
"103",103,147,2,5,"EPO",0,228.556605240293,44.9202431551173,820.484270882097,-39.3658253076284,-9999,-9999,-9999,-9999,0,0,0,0
"104",104,148,2,5,"EPO",0,177.478352481257,39.7590463166799,-323.382519638731,255.68578613152,-9999,-9999,-9999,-9999,0,0,0,0
"105",105,149,2,5,"EPO",0,28.9137873467514,33.7749753133705,1231.90680596905,-221.279743617712,547.127250696594,81.3879155085652,42.7481563313334,187.798828154749,0,0,0,0
"106",106,150,2,5,"WCPO",0,-9999,-9999,-9999,-9999,483.618708515257,211.948225808727,32.2089866868545,354.493040292697,0,0,0,0
"107",107,151,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"108",108,152,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"109",109,153,2,5,"WCPO",0,-9999,-9999,-9999,-9999,404.75425819616,49.6042282535866,83.426554310304,173.100908786094,0,0,0,0
"110",110,154,2,5,"WCPO",0,108.702913894902,36.6677253681515,-770.205011004341,-22.8739154040182,-9999,-9999,-9999,-9999,0,0,0,0
"111",111,155,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"112",112,156,2,5,"WCPO",0,-9999,-9999,-9999,-9999,273.375827664964,15.0804515703637,43.7914981040148,390.241677172711,0,0,0,0
"113",113,157,2,5,"WCPO",0,156.253809139185,38.9518051639268,-768.900181871965,-127.658453246414,457.03480328824,258.902261534839,22.7667047738138,324.778598828761,0,0,0,0
"114",114,158,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"115",115,159,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"116",116,160,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"117",117,161,2,5,"WCPO",0,-9999,-9999,-9999,-9999,513.414374303996,98.8429580291754,49.5068975634286,303.114657464824,0,0,0,0
"118",118,162,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"119",119,163,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"120",120,164,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"121",121,165,2,5,"WCPO",0,-97.8610657137536,59.6290195827973,-350.300214596749,-106.112661675347,482.460026001391,107.537956640653,86.0444364740357,439.769616369749,0,0,0,0
"122",122,166,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"123",123,167,2,5,"WCPO",0,-9999,-9999,-9999,-9999,439.625029563577,170.825349917112,43.2734560431777,235.256448323484,0,0,0,0
"124",124,168,2,5,"WCPO",0,-9999,-9999,-9999,-9999,504.245187298854,86.0744250437877,53.3040513877388,316.224461102627,0,0,0,0
"125",125,169,2,5,"WCPO",0,-9999,-9999,-9999,-9999,444.917848755561,109.52380500471,70.0462973240084,223.330331258302,0,0,0,0
"126",126,170,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"127",127,171,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"128",128,172,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"129",129,173,2,5,"WCPO",0,-50.8289350124043,148.190106680022,-464.356465677435,419.357719851099,-9999,-9999,-9999,-9999,0,0,0,0
"130",130,174,2,5,"WCPO",0,-9999,-9999,-9999,-9999,536.820843104413,106.068230564248,31.4956288197147,469.385362891236,0,0,0,0
"131",131,175,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"132",132,176,2,5,"WCPO",0,-9999,-9999,-9999,-9999,761.92794462889,62.3342774788322,34.3306166295194,215.942561303955,0,0,0,0
"133",133,177,2,5,"WCPO",0,-9999,-9999,-9999,-9999,378.17106017141,193.852728100244,31.0103206954431,420.092260553589,0,0,0,0
"134",134,178,2,5,"WCPO",0,107.954469407355,87.6856673595495,-653.087627755591,117.029214415541,-9999,-9999,-9999,-9999,0,0,0,0
"135",135,179,2,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"136",136,135,3,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"137",137,136,3,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"138",138,137,3,5,"EPO",0,-60.498458526732,78.2852604940119,-546.128514490485,215.746519533998,-9999,-9999,-9999,-9999,0,0,0,0
"139",139,138,3,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"140",140,139,3,5,"EPO",0,304.54826586634,45.4954424812907,0.213550292211607,52.0406219133392,-9999,-9999,-9999,-9999,0,0,0,0
"141",141,140,3,5,"EPO",0,-9999,-9999,-9999,-9999,419.962029511988,229.917405961187,62.6959559175325,277.006245021887,0,0,0,0
"142",142,141,3,5,"EPO",0,-9999,-9999,-9999,-9999,680.193741935472,172.063509625097,57.9832471158658,314.328084239811,0,0,0,0
"143",143,142,3,5,"EPO",0,-9999,-9999,-9999,-9999,120.434250312006,228.803272561291,13.1657016927042,234.074836573296,0,0,0,0
"144",144,143,3,5,"EPO",0,-9999,-9999,-9999,-9999,566.766739103286,208.130395533089,51.1745988525588,462.985431317814,0,0,0,0
"145",145,144,3,5,"EPO",0,231.761078671538,22.8858104010166,193.070195044188,-135.935676127981,-9999,-9999,-9999,-9999,0,0,0,0
"146",146,145,3,5,"EPO",0,-9999,-9999,-9999,-9999,552.158938599702,159.211045033596,28.9249496852794,527.87417167223,0,0,0,0
"147",147,146,3,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"148",148,147,3,5,"EPO",0,-9999,-9999,-9999,-9999,328.474307624054,150.757650888527,17.2842315490153,193.431194345372,0,0,0,0
"149",149,148,3,5,"EPO",0,-9999,-9999,-9999,-9999,600.053448808869,128.568377375713,86.0433583138685,271.69653325867,0,0,0,0
"150",150,149,3,5,"EPO",0,-9999,-9999,-9999,-9999,510.44401064068,-46.2678897224329,42.9207271677436,257.84893320472,0,0,0,0
"151",151,150,3,5,"WCPO",0,126.301919863599,107.89768381401,460.185799708665,270.422431505832,-9999,-9999,-9999,-9999,0,0,0,0
"152",152,151,3,5,"WCPO",0,15.2888107019368,-34.51493432746,194.39873416926,103.996098203493,-9999,-9999,-9999,-9999,0,0,0,0
"153",153,152,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"154",154,153,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"155",155,154,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"156",156,155,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"157",157,156,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"158",158,157,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"159",159,158,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"160",160,159,3,5,"WCPO",0,-9999,-9999,-9999,-9999,574.417277578033,134.963966090117,22.3564844601007,275.879222552764,0,0,0,0
"161",161,160,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"162",162,161,3,5,"WCPO",0,-130.138053414963,110.095916762852,784.266920653004,1.15402525058536,-9999,-9999,-9999,-9999,0,0,0,0
"163",163,162,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"164",164,163,3,5,"WCPO",0,200.984026698245,73.8499093506154,-466.541881808335,-220.961265929403,431.818856304067,-32.7424917657332,65.6121302388095,344.028633832984,0,0,0,0
"165",165,164,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"166",166,165,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"167",167,166,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"168",168,167,3,5,"WCPO",0,-9999,-9999,-9999,-9999,425.431405023853,201.694748885652,41.753371088474,316.273648772699,0,0,0,0
"169",169,168,3,5,"WCPO",0,-9999,-9999,-9999,-9999,762.86622509626,125.851931174916,26.9942254302715,156.313117565788,0,0,0,0
"170",170,169,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"171",171,170,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"172",172,171,3,5,"WCPO",0,-9999,-9999,-9999,-9999,311.720334486642,107.132278044583,38.4918107735334,382.987880852856,0,0,0,0
"173",173,172,3,5,"WCPO",0,132.094037969972,43.7462447599453,-595.949342323716,-55.1404764451768,-9999,-9999,-9999,-9999,0,0,0,0
"174",174,173,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"175",175,174,3,5,"WCPO",0,72.7422960181421,50.5948666409828,1024.69677135437,-153.658736199294,582.982663286324,123.987773580226,50.3305935643551,351.386134946211,0,0,0,0
"176",176,175,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"177",177,176,3,5,"WCPO",0,-9999,-9999,-9999,-9999,657.24810017404,142.975493842972,24.0497159183628,279.473821614382,0,0,0,0
"178",178,177,3,5,"WCPO",0,-9999,-9999,-9999,-9999,604.961313491917,81.8281491882145,35.4038661939951,249.570467893325,0,0,0,0
"179",179,178,3,5,"WCPO",0,366.254050085515,96.5678593102015,619.881940581567,290.335267278581,677.358000878365,196.167137453254,57.5020477237771,320.542096559366,0,0,0,0
"180",180,179,3,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"181",181,135,4,5,"EPO",0,145.529861698966,135.95474310439,955.950898696688,520.010131973871,400.318441993174,79.244826867869,19.4663046119571,206.205380024966,0,0,0,0
"182",182,136,4,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"183",183,137,4,5,"EPO",0,229.493294422289,-5.65049871926505,-326.056595999638,-250.324713865566,-9999,-9999,-9999,-9999,0,0,0,0
"184",184,138,4,5,"EPO",0,-9999,-9999,-9999,-9999,545.947321763956,134.225565494543,71.5517936161664,228.787008424986,0,0,0,0
"185",185,139,4,5,"EPO",0,-9999,-9999,-9999,-9999,627.737173810626,158.069703717685,61.5674160811638,150.256149101699,0,0,0,0
"186",186,140,4,5,"EPO",0,-9999,-9999,-9999,-9999,54.4774580080061,77.3975895162059,55.960920430789,318.354407095424,0,0,0,0
"187",187,141,4,5,"EPO",0,112.496240993802,71.9812982034919,951.056199231772,-116.751067036464,347.496453821056,-5.85450667438946,30.4926071833492,265.768243946267,0,0,0,0
"188",188,142,4,5,"EPO",0,-9999,-9999,-9999,-9999,362.877925686064,216.677059866355,52.2917786656474,412.694345319511,0,0,0,0
"189",189,143,4,5,"EPO",0,-9999,-9999,-9999,-9999,472.404192109899,181.246248055165,46.5788779626739,133.268442414698,0,0,0,0
"190",190,144,4,5,"EPO",0,-9999,-9999,-9999,-9999,625.940633177722,113.552838018796,18.2851107610272,252.71887929562,0,0,0,0
"191",191,145,4,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"192",192,146,4,5,"EPO",0,-9999,-9999,-9999,-9999,399.108011541523,227.005362022818,30.9134396862698,322.813776189311,0,0,0,0
"193",193,147,4,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"194",194,148,4,5,"EPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"195",195,149,4,5,"EPO",0,-9999,-9999,-9999,-9999,649.357713272942,48.4686596434852,60.1618220964423,358.758896018189,0,0,0,0
"196",196,150,4,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"197",197,151,4,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"198",198,152,4,5,"WCPO",0,274.444448831167,-21.9547625714228,1221.09500500321,-3.90407125464573,-9999,-9999,-9999,-9999,0,0,0,0
"199",199,153,4,5,"WCPO",0,-94.1978976616748,50.1863211164349,323.990371167291,192.322361926262,441.631180024485,130.045782671821,54.3035085251478,448.795511269174,0,0,0,0
"200",200,154,4,5,"WCPO",0,-9999,-9999,-9999,-9999,468.889602599099,40.7799182878666,15.4622092256317,218.465129509375,0,0,0,0
"201",201,155,4,5,"WCPO",0,-0.254039300216334,-17.9637154055402,385.206434597693,50.8361252628397,786.300516554698,27.1488334234767,52.3921484001847,283.060652148115,0,0,0,0
"202",202,156,4,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"203",203,157,4,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"204",204,158,4,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
"205",205,159,4,5,"WCPO",0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0
