id,Longitude,Latitude,Area,OceanRegionCode,IsHome,SWF_BYT,SWF_YFT,SWF_SWF,SWF_OTHER,TUNA_BYT,TUNA_YFT,TUNA_SWF,TUNA_OTHER,SWF_LOG,SWF_LTH,TUNA_LOG,TUNA_LTH,GridAggregationID
508,147,11,5,EPO,0,-9999,-9999,-9999,-9999,500.6399834,156.732626,41.55603241,393.1545101,0,0,0,0,50
509,148,11,5,EPO,0,252.529213,35.58694138,-29.0863135,210.0400541,-9999,-9999,-9999,-9999,0,0,0,0,50
510,149,11,5,EPO,0,-9999,-9999,-9999,-9999,475.8772206,123.2847216,22.55552273,374.6769092,0,0,0,0,50
511,150,11,5,WCPO,0,-9999,-9999,-9999,-9999,450.1616791,50.5218598,75.69468433,379.1513893,0,0,0,0,51
512,151,11,5,WCPO,0,385.0754802,46.63680267,-840.501117,80.3943153,-9999,-9999,-9999,-9999,0,0,0,0,51
513,152,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,51
514,153,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,52
515,154,11,5,WCPO,0,-9999,-9999,-9999,-9999,466.8042559,101.1640938,22.30782146,226.7238666,0,0,0,0,52
516,155,11,5,WCPO,0,-9999,-9999,-9999,-9999,481.9905111,283.7920818,18.73760951,195.4144485,0,0,0,0,52
517,156,11,5,WCPO,0,-9999,-9999,-9999,-9999,596.5116678,137.2648813,52.39708363,391.7634036,0,0,0,0,53
518,157,11,5,WCPO,0,-9999,-9999,-9999,-9999,389.0103547,62.72554352,37.43436907,253.4471823,0,0,0,0,53
519,158,11,5,WCPO,0,227.8692658,5.221433305,112.4075513,91.48165238,-9999,-9999,-9999,-9999,0,0,0,0,53
520,159,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,54
521,160,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,54
522,161,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,54
523,162,11,5,WCPO,0,-9999,-9999,-9999,-9999,139.7824098,132.1441905,42.97531583,142.187161,0,0,0,0,55
524,163,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,55
525,164,11,5,WCPO,0,-9999,-9999,-9999,-9999,642.9521744,115.7420097,33.94335479,438.597043,0,0,0,0,55
526,165,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,56
527,166,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,56
528,167,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,56
529,168,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,57
530,169,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,57
531,170,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,57
532,171,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,58
533,172,11,5,WCPO,0,-9999,-9999,-9999,-9999,398.6822199,150.7004358,39.11953411,335.7333337,0,0,0,0,58
534,173,11,5,WCPO,0,-9999,-9999,-9999,-9999,580.0368205,-21.91555441,20.85572062,346.3825397,0,0,0,0,58
535,174,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,59
536,175,11,5,WCPO,0,-9999,-9999,-9999,-9999,557.9628622,233.4809205,69.53197303,186.5782192,0,0,0,0,59
537,176,11,5,WCPO,0,-9999,-9999,-9999,-9999,734.0287034,242.0328909,28.58787333,315.3391714,0,0,0,0,59
538,177,11,5,WCPO,0,55.90197532,107.9564817,-1115.611242,48.83486846,297.4942533,228.1628032,42.21206709,234.7812374,0,0,0,0,60
539,178,11,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,60
540,179,11,5,WCPO,0,247.985046,68.2960398,245.32369,348.8276023,596.1243346,74.24413211,26.16900813,216.3511303,0,0,0,0,60
541,135,12,5,EPO,0,-9999,-9999,-9999,-9999,564.1402418,104.5819225,63.61387358,289.5174704,0,0,0,0,61
542,136,12,5,EPO,0,-9999,-9999,-9999,-9999,618.5458675,161.307825,67.95713856,280.2675158,0,0,0,0,61
543,137,12,5,EPO,0,431.8593823,5.738736337,1461.024407,97.18330699,-9999,-9999,-9999,-9999,0,0,0,0,61
544,138,12,5,EPO,0,-9999,-9999,-9999,-9999,812.8850549,183.7118527,48.16840265,289.8504138,0,0,0,0,62
545,139,12,5,EPO,0,72.9063305,37.60089456,199.1579319,-7.935952366,-9999,-9999,-9999,-9999,0,0,0,0,62
546,140,12,5,EPO,0,-9999,-9999,-9999,-9999,460.4208951,109.7782439,51.46849078,392.2344956,0,0,0,0,62
547,141,12,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,63
548,142,12,5,EPO,0,253.3693385,151.9764967,1136.017194,-302.9767173,-9999,-9999,-9999,-9999,0,0,0,0,63
549,143,12,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,63
550,144,12,5,EPO,0,12.53283726,101.7299235,1206.44381,160.2760164,387.9922359,114.9314723,62.92200827,303.4389151,0,0,0,0,64
551,145,12,5,EPO,0,285.819671,66.61041263,-260.7389149,78.54483982,475.2670243,76.37623661,52.78114509,308.8460515,0,0,0,0,64
552,146,12,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,64
553,147,12,5,EPO,0,-9999,-9999,-9999,-9999,737.056752,41.58809116,47.7108891,420.6923297,0,0,0,0,65
554,148,12,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,65
555,149,12,5,EPO,0,-9999,-9999,-9999,-9999,374.0766774,188.0494348,46.43584713,329.7398673,0,0,0,0,65
556,150,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,66
557,151,12,5,WCPO,0,-9999,-9999,-9999,-9999,693.8881672,124.1348123,22.93876087,264.8001691,0,0,0,0,66
558,152,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,66
559,153,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,67
560,154,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,67
561,155,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,67
562,156,12,5,WCPO,0,-9999,-9999,-9999,-9999,687.7217848,13.7237521,48.30144655,500.0386981,0,0,0,0,68
563,157,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,68
564,158,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,68
565,159,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,69
566,160,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,69
567,161,12,5,WCPO,0,-25.92593992,92.36416957,296.7082906,39.45493769,-9999,-9999,-9999,-9999,0,0,0,0,69
568,162,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,70
569,163,12,5,WCPO,0,13.53861562,133.0519603,-755.1281108,184.9283533,462.0331199,228.2283907,16.30445483,343.8904262,0,0,0,0,70
570,164,12,5,WCPO,0,-9999,-9999,-9999,-9999,630.262301,177.7637842,29.6840548,287.3264454,0,0,0,0,70
571,165,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,71
572,166,12,5,WCPO,0,-9999,-9999,-9999,-9999,432.8261734,110.9251466,19.37220425,387.0031333,0,0,0,0,71
573,167,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,71
574,168,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,72
575,169,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,72
576,170,12,5,WCPO,0,-9999,-9999,-9999,-9999,517.6215372,224.0865202,37.57707287,272.9827289,0,0,0,0,72
577,171,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,73
578,172,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,73
579,173,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,73
580,174,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,74
581,175,12,5,WCPO,0,-9999,-9999,-9999,-9999,600.8169118,-9.812851265,59.70148521,301.6333848,0,0,0,0,74
582,176,12,5,WCPO,0,-9999,-9999,-9999,-9999,323.9825089,22.51985662,25.37476911,451.0995977,0,0,0,0,74
583,177,12,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,75
584,178,12,5,WCPO,0,-9999,-9999,-9999,-9999,334.436996,56.18557194,32.62957004,416.0055464,0,0,0,0,75
585,179,12,5,WCPO,0,-9999,-9999,-9999,-9999,778.9974772,102.2789792,71.78543495,285.4127945,0,0,0,0,75
586,135,13,5,EPO,0,158.5259581,48.20327384,99.52724199,-94.69460034,-9999,-9999,-9999,-9999,0,0,0,0,61
587,136,13,5,EPO,0,-9999,-9999,-9999,-9999,502.8551162,280.5579289,68.71714793,304.783302,0,0,0,0,61
588,137,13,5,EPO,0,-9999,-9999,-9999,-9999,564.3310049,75.80969323,66.82455448,357.7397068,0,0,0,0,61
589,138,13,5,EPO,0,341.3747673,26.33509584,1116.692,-193.3484031,153.9196086,119.5453742,57.20398736,408.2409164,0,0,0,0,62
590,139,13,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,62
591,140,13,5,EPO,0,-9999,-9999,-9999,-9999,615.5848097,253.718493,44.38234405,360.6360738,0,0,0,0,62
592,141,13,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,63
593,142,13,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,63
594,143,13,5,EPO,0,-9999,-9999,-9999,-9999,147.5350414,212.5148456,62.61250992,294.0582131,0,0,0,0,63
595,144,13,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,64
596,145,13,5,EPO,0,-9999,-9999,-9999,-9999,451.3812131,231.9286933,52.49454539,442.9057124,0,0,0,0,64
597,146,13,5,EPO,0,-9999,-9999,-9999,-9999,533.1355599,108.5758388,30.2667387,256.3091701,0,0,0,0,64
598,147,13,5,EPO,0,-9999,-9999,-9999,-9999,376.2079694,87.71695864,68.23249792,107.3894487,0,0,0,0,65
599,148,13,5,EPO,0,428.0622971,105.5038142,-373.8865751,-8.86601085,-9999,-9999,-9999,-9999,0,0,0,0,65
600,149,13,5,EPO,0,-9999,-9999,-9999,-9999,463.0007668,88.57029268,63.94540299,180.1476874,0,0,0,0,65
601,150,13,5,WCPO,0,-9999,-9999,-9999,-9999,561.1282472,65.14101602,-3.409066009,253.1264122,0,0,0,0,66
602,151,13,5,WCPO,0,75.58688472,-6.575382312,-1501.435253,-102.388411,-9999,-9999,-9999,-9999,0,0,0,0,66
603,152,13,5,WCPO,0,-9999,-9999,-9999,-9999,518.1619692,210.301224,47.9439473,330.9235544,0,0,0,0,66
604,153,13,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,67
605,154,13,5,WCPO,0,434.1276624,27.61440678,-164.3985808,88.90942945,-9999,-9999,-9999,-9999,0,0,0,0,67
606,155,13,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,67
607,156,13,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,68
608,157,13,5,WCPO,0,207.3448257,95.03033252,253.7434043,404.9760595,-9999,-9999,-9999,-9999,0,0,0,0,68
609,158,13,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,68
610,159,13,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,69
611,160,13,5,WCPO,0,-9999,-9999,-9999,-9999,428.6971532,151.4210919,69.35847855,74.75054372,0,0,0,0,69
612,161,13,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,69
613,162,13,5,WCPO,0,-9999,-9999,-9999,-9999,699.4944965,130.5608872,70.9714705,401.8353323,0,0,0,0,70
614,163,13,5,WCPO,0,207.8411384,60.36228812,308.1287752,191.6779324,-9999,-9999,-9999,-9999,0,0,0,0,70
615,164,13,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,70
616,165,13,5,WCPO,0,-9999,-9999,-9999,-9999,537.6147378,280.0068248,33.6919914,424.4599932,0,0,0,0,71
617,166,13,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,71
618,167,13,5,WCPO,0,-9999,-9999,-9999,-9999,278.934541,139.9922942,41.08954412,492.624116,0,0,0,0,71
619,168,13,5,WCPO,0,247.0062784,110.8178252,927.5990776,-14.31588125,-9999,-9999,-9999,-9999,0,0,0,0,72
620,169,13,5,WCPO,0,-9999,-9999,-9999,-9999,289.2877888,63.47924171,34.38573904,284.727309,0,0,0,0,72
621,170,13,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,72
622,171,13,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,73
623,172,13,5,WCPO,0,-9999,-9999,-9999,-9999,201.7154028,-21.49473326,57.01561373,274.3590013,0,0,0,0,73
624,173,13,5,WCPO,0,-9999,-9999,-9999,-9999,272.6070705,135.8105988,38.67088714,368.666669,0,0,0,0,73
625,174,13,5,WCPO,0,140.4859091,65.08872046,230.961382,-256.5385193,-9999,-9999,-9999,-9999,0,0,0,0,74
626,175,13,5,WCPO,0,201.3520294,-3.326550968,-175.2087272,-198.0081845,-9999,-9999,-9999,-9999,0,0,0,0,74
627,176,13,5,WCPO,0,-9999,-9999,-9999,-9999,746.0239127,94.06045736,55.79131695,362.6043694,0,0,0,0,74
628,177,13,5,WCPO,0,-9999,-9999,-9999,-9999,319.2408877,85.22969275,69.2433751,402.7633987,0,0,0,0,75
629,178,13,5,WCPO,0,-95.14200458,90.19124962,-869.1591158,167.7809197,-9999,-9999,-9999,-9999,0,0,0,0,75
630,179,13,5,WCPO,0,-9999,-9999,-9999,-9999,361.8594128,93.90712108,51.7659306,353.4946529,0,0,0,0,75
631,135,14,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,61
632,136,14,5,EPO,0,-9999,-9999,-9999,-9999,370.8807382,168.6800589,68.23277816,247.6637693,0,0,0,0,61
633,137,14,5,EPO,0,-118.0250751,40.35373651,-146.5707196,146.1928011,-9999,-9999,-9999,-9999,0,0,0,0,61
634,138,14,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,62
635,139,14,5,EPO,0,268.0124616,48.69347254,877.7700078,91.66981215,-9999,-9999,-9999,-9999,0,0,0,0,62
636,140,14,5,EPO,0,-9999,-9999,-9999,-9999,475.2137118,168.3863741,53.78743077,317.6817751,0,0,0,0,62
637,141,14,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,63
638,142,14,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,63
639,143,14,5,EPO,0,-9999,-9999,-9999,-9999,566.7376151,91.70422668,81.85971226,324.0308249,0,0,0,0,63
640,144,14,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,64
641,145,14,5,EPO,0,352.539907,29.81932489,627.3660468,-12.22821292,-9999,-9999,-9999,-9999,0,0,0,0,64
642,146,14,5,EPO,0,-9999,-9999,-9999,-9999,530.4478724,190.5181219,43.25408189,279.6276363,0,0,0,0,64
643,147,14,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,65
644,148,14,5,EPO,0,-9999,-9999,-9999,-9999,650.6659706,177.0705489,52.1156933,551.0408806,0,0,0,0,65
645,149,14,5,EPO,0,-9999,-9999,-9999,-9999,639.6267562,223.9539186,61.06119962,305.7323581,0,0,0,0,65
646,150,14,5,WCPO,0,-9999,-9999,-9999,-9999,489.3564679,156.6855462,93.9924059,366.60919,0,0,0,0,66
647,151,14,5,WCPO,0,190.1041073,12.43396707,-966.5898081,195.5024552,-9999,-9999,-9999,-9999,0,0,0,0,66
648,152,14,5,WCPO,0,-9999,-9999,-9999,-9999,611.29378,156.9020656,42.88265964,293.9245133,0,0,0,0,66
649,153,14,5,WCPO,0,-9999,-9999,-9999,-9999,639.3465915,-5.312668208,60.49090229,247.9451547,0,0,0,0,67
650,154,14,5,WCPO,0,264.3542392,30.93281734,447.3207345,120.8426146,-9999,-9999,-9999,-9999,0,0,0,0,67
651,155,14,5,WCPO,0,253.8587185,71.73490796,290.561803,-222.4137276,260.648099,224.5435502,12.55716709,296.9648652,0,0,0,0,67
652,156,14,5,WCPO,0,-9999,-9999,-9999,-9999,754.3026533,193.17631,44.11445405,479.6284355,0,0,0,0,68
653,157,14,5,WCPO,0,148.8486633,97.38279711,-1021.456915,-126.9099599,-9999,-9999,-9999,-9999,0,0,0,0,68
654,158,14,5,WCPO,0,217.6880989,50.76295102,1137.533894,406.3464461,-9999,-9999,-9999,-9999,0,0,0,0,68
655,159,14,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,69
656,160,14,5,WCPO,0,213.0924494,50.99196931,330.5431513,-114.5769143,-9999,-9999,-9999,-9999,0,0,0,0,69
657,161,14,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,69
658,162,14,5,WCPO,0,87.96272916,91.54479736,-396.8010132,126.0115743,-9999,-9999,-9999,-9999,0,0,0,0,70
659,163,14,5,WCPO,0,202.7811647,67.61864549,-1651.633121,66.17075563,-9999,-9999,-9999,-9999,0,0,0,0,70
660,164,14,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,70
661,165,14,5,WCPO,0,271.5922527,36.6244573,1161.954769,444.2644858,-9999,-9999,-9999,-9999,0,0,0,0,71
662,166,14,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,71
663,167,14,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,71
664,168,14,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,72
665,169,14,5,WCPO,0,-9999,-9999,-9999,-9999,784.7170045,191.4984236,35.29362738,178.9768337,0,0,0,0,72
666,170,14,5,WCPO,0,154.5278074,-23.36907111,-295.9668162,-176.4318709,311.8040675,132.2250139,78.96999946,207.6361268,0,0,0,0,72
667,171,14,5,WCPO,0,-9999,-9999,-9999,-9999,369.8301098,161.6332265,50.00184492,414.0559983,0,0,0,0,73
668,172,14,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,73
669,173,14,5,WCPO,0,-9999,-9999,-9999,-9999,415.0840963,184.7251836,31.2292199,365.1909372,0,0,0,0,73
670,174,14,5,WCPO,0,-9999,-9999,-9999,-9999,505.6023512,214.1035918,35.58107338,205.3965809,0,0,0,0,74
671,175,14,5,WCPO,0,-9999,-9999,-9999,-9999,642.3972953,35.80780899,84.93326177,341.8825167,0,0,0,0,74
672,176,14,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,74
673,177,14,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,75
674,178,14,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,75
675,179,14,5,WCPO,0,-9999,-9999,-9999,-9999,352.0244779,76.88882616,62.78771369,250.196838,0,0,0,0,75
676,135,15,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,76
677,136,15,2,EPO,0,-9999,-9999,-9999,-9999,621.1748122,176.8487474,57.94034529,297.0072646,0,0,0,0,76
678,137,15,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,76
679,138,15,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,77
680,139,15,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,77
681,140,15,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,77
682,141,15,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,78
683,142,15,2,EPO,0,398.423157,73.64159347,194.3874732,-225.8738802,-9999,-9999,-9999,-9999,0,0,0,0,78
684,143,15,2,EPO,0,114.9381105,50.88583029,-71.38707053,-271.2538654,-9999,-9999,-9999,-9999,0,0,0,0,78
685,144,15,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,79
686,145,15,2,EPO,0,-9999,-9999,-9999,-9999,690.371678,-4.539608339,30.5375055,287.7340331,0,0,0,0,79
687,146,15,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,79
688,147,15,2,EPO,0,-9999,-9999,-9999,-9999,641.2018366,91.26781078,49.89518132,270.5238608,0,0,0,0,80
689,148,15,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,80
690,149,15,2,EPO,0,328.6601328,49.38122511,1210.147913,93.84587824,-9999,-9999,-9999,-9999,0,0,0,0,80
691,150,15,2,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,81
692,151,15,2,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,81
693,152,15,2,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,81
694,153,15,1,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,82
695,154,15,1,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,82
696,155,15,1,WCPO,0,-9999,-9999,-9999,-9999,500.9957343,113.6566318,35.50152901,353.3662562,0,0,0,0,82
697,156,15,1,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,83
698,157,15,1,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,83
699,158,15,1,WCPO,0,-9999,-9999,-9999,-9999,117.9229347,149.5045527,1.32005736,393.3136392,0,0,0,0,83
700,159,15,1,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,84
701,160,15,1,WCPO,0,-9999,-9999,-9999,-9999,202.5437291,-24.54081006,63.27817761,397.3073005,0,0,0,0,84
702,161,15,1,WCPO,0,-9999,-9999,-9999,-9999,421.924404,209.0180005,54.56543252,244.7262435,0,0,0,0,84
703,162,15,1,WCPO,0,-9999,-9999,-9999,-9999,497.8242399,131.9284558,17.58612068,545.1738899,0,0,0,0,85
704,163,15,4,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,85
705,164,15,4,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,85
706,165,15,4,WCPO,0,116.1906266,28.41578135,-913.7429422,35.71802278,807.6169543,200.9466442,55.77025397,416.7250823,0,0,0,0,86
707,166,15,4,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,86
708,167,15,4,WCPO,0,-9999,-9999,-9999,-9999,499.7627478,96.86465928,32.74963861,195.8887093,0,0,0,0,86
709,168,15,4,WCPO,0,-9999,-9999,-9999,-9999,489.6542457,90.10060855,69.1402269,271.1295491,0,0,0,0,87
710,169,15,4,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,87
711,170,15,4,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,87
712,171,15,4,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,88
713,172,15,4,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,88
714,173,15,4,WCPO,0,-9999,-9999,-9999,-9999,503.8129168,84.42404098,44.58158465,317.7417573,0,0,0,0,88
715,174,15,4,WCPO,0,230.2167011,55.05931568,-750.3522084,390.7367532,672.3774913,282.4291291,15.48876866,174.1166817,0,0,0,0,89
716,175,15,4,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,89
717,176,15,4,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,89
718,177,15,4,WCPO,0,-9999,-9999,-9999,-9999,433.4477572,66.34593695,64.74473414,368.548658,0,0,0,0,90
719,178,15,4,WCPO,0,-9999,-9999,-9999,-9999,135.2154823,117.4530971,25.74526022,226.2629267,0,0,0,0,90
720,179,15,4,WCPO,0,88.48872237,13.90305152,292.5100805,305.4139885,-9999,-9999,-9999,-9999,0,0,0,0,90
721,135,16,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,76
722,136,16,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,76
723,137,16,2,EPO,0,176.9823723,103.4527773,1267.986594,39.69439018,434.9927825,63.63760545,68.95303802,135.6622163,0,0,0,0,76
724,138,16,2,EPO,0,-9999,-9999,-9999,-9999,489.93027,39.68978824,43.52749315,412.8993825,0,0,0,0,77
725,139,16,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,77
726,140,16,2,EPO,0,116.1530791,62.35949502,385.9393075,360.9227652,546.6104137,137.508965,48.93587172,366.1160301,0,0,0,0,77
727,141,16,2,EPO,0,-40.82736229,90.52404597,-321.5398481,-309.4685088,-9999,-9999,-9999,-9999,0,0,0,0,78
728,142,16,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,78
729,143,16,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,78
730,144,16,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,79
731,145,16,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,79
732,146,16,2,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,79
