id,Longitude,Latitude,Area,OceanRegionCode,IsHome,SWF_BYT,SWF_YFT,SWF_SWF,SWF_OTHER,TUNA_BYT,TUNA_YFT,TUNA_SWF,TUNA_OTHER,SWF_LOG,SWF_LTH,TUNA_LOG,TUNA_LTH,GridAggregationID
42,176,0,5,WCPO,0,-9999,-9999,-9999,-9999,372.9151133,134.8441026,105.9438235,107.2837271,0,0,0,0,14
43,177,0,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,15
44,178,0,5,WCPO,0,-9999,-9999,-9999,-9999,641.4607546,142.5593057,29.63143372,297.7951704,0,0,0,0,15
45,179,0,5,WCPO,0,-9999,-9999,-9999,-9999,595.629779,209.2649542,24.59137873,177.6981263,0,0,0,0,15
46,135,1,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1
47,136,1,5,EPO,0,-9999,-9999,-9999,-9999,505.2118864,31.48015206,41.24333,350.2856107,0,0,0,0,1
48,137,1,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,1
49,138,1,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,2
50,139,1,5,EPO,0,231.4705759,90.23751936,1126.791934,116.3793102,318.7477909,100.5773783,62.99115099,265.1155827,0,0,0,0,2
51,140,1,5,EPO,0,42.6798792,93.89261104,-51.30592576,-41.05344845,183.9179747,48.17510149,45.3923371,360.1284639,0,0,0,0,2
52,141,1,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,3
53,142,1,5,EPO,0,54.37448735,77.22113268,142.8309869,252.3899021,481.6574313,244.9361752,32.76989039,434.0646268,0,0,0,0,3
54,143,1,5,EPO,0,-9999,-9999,-9999,-9999,367.9014958,64.04381473,53.15850434,286.4667069,0,0,0,0,3
55,144,1,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,4
56,145,1,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,4
57,146,1,5,EPO,0,-9999,-9999,-9999,-9999,596.0834402,159.5024186,34.60600764,344.6548061,0,0,0,0,4
58,147,1,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,5
59,148,1,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,5
60,149,1,5,EPO,0,-9999,-9999,-9999,-9999,436.8363731,95.10197608,53.34998722,122.4565599,0,0,0,0,5
61,150,1,5,WCPO,0,-6.303604817,54.65458885,-381.0278594,46.10480917,-9999,-9999,-9999,-9999,0,0,0,0,6
62,151,1,5,WCPO,0,-9999,-9999,-9999,-9999,714.9639595,49.89927737,35.59469463,243.5638266,0,0,0,0,6
63,152,1,5,WCPO,0,-9999,-9999,-9999,-9999,398.0061138,163.5572406,47.17623588,428.2867541,0,0,0,0,6
64,153,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,7
65,154,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,7
66,155,1,5,WCPO,0,-9999,-9999,-9999,-9999,341.7254473,91.72848374,49.18306893,413.6537177,0,0,0,0,7
67,156,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,8
68,157,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,8
69,158,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,8
70,159,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,9
71,160,1,5,WCPO,0,-9999,-9999,-9999,-9999,503.3640099,95.81793127,65.04237509,385.4359403,0,0,0,0,9
72,161,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,9
73,162,1,5,WCPO,0,-9999,-9999,-9999,-9999,428.441257,173.46117,74.63260093,328.5904604,0,0,0,0,10
74,163,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,10
75,164,1,5,WCPO,0,132.9890132,82.26481401,1271.996557,-17.621198,-9999,-9999,-9999,-9999,0,0,0,0,10
76,165,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,11
77,166,1,5,WCPO,0,187.1636872,129.0358883,-494.6787602,146.3603296,452.4822843,21.46450182,76.11479783,370.1351901,0,0,0,0,11
78,167,1,5,WCPO,0,-9999,-9999,-9999,-9999,135.5499925,141.6316568,76.43745521,235.1319449,0,0,0,0,11
79,168,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,12
80,169,1,5,WCPO,0,-9999,-9999,-9999,-9999,998.1578337,150.6448826,32.07754106,316.0491532,0,0,0,0,12
81,170,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,12
82,171,1,5,WCPO,0,173.5657909,142.16915,392.4694354,9.786682812,-9999,-9999,-9999,-9999,0,0,0,0,13
83,172,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,13
84,173,1,5,WCPO,0,-9999,-9999,-9999,-9999,542.4193954,-33.14269456,35.49820243,356.3505737,0,0,0,0,13
85,174,1,5,WCPO,0,-9999,-9999,-9999,-9999,390.3738483,126.8432686,37.79448367,363.3370712,0,0,0,0,14
86,175,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14
87,176,1,5,WCPO,0,-9999,-9999,-9999,-9999,397.8856136,155.605215,77.9896454,435.6942409,0,0,0,0,14
88,177,1,5,WCPO,0,-9999,-9999,-9999,-9999,240.5618993,189.8665484,60.22973951,371.3019278,0,0,0,0,15
89,178,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,15
90,179,1,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,15
91,135,2,5,EPO,0,171.3371337,85.92241258,481.8926599,-125.8341367,592.6936263,120.0475736,41.96994743,336.858227,0,0,0,0,1
92,136,2,5,EPO,0,-112.623363,19.09851393,-709.0760564,-41.01927103,-9999,-9999,-9999,-9999,0,0,0,0,1
93,137,2,5,EPO,0,136.0075081,-18.62667157,1137.629827,250.6598088,-9999,-9999,-9999,-9999,0,0,0,0,1
94,138,2,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,2
95,139,2,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,2
96,140,2,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,2
97,141,2,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,3
98,142,2,5,EPO,0,-9999,-9999,-9999,-9999,553.3520062,118.6571214,47.94273838,98.43614654,0,0,0,0,3
99,143,2,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,3
100,144,2,5,EPO,0,34.5559797,16.57553195,527.5148377,92.61260067,386.6207179,132.406874,49.4430557,213.5120985,0,0,0,0,4
101,145,2,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,4
102,146,2,5,EPO,0,-9999,-9999,-9999,-9999,586.7297436,270.211167,14.54321899,312.7957519,0,0,0,0,4
103,147,2,5,EPO,0,228.5566052,44.92024316,820.4842709,-39.36582531,-9999,-9999,-9999,-9999,0,0,0,0,5
104,148,2,5,EPO,0,177.4783525,39.75904632,-323.3825196,255.6857861,-9999,-9999,-9999,-9999,0,0,0,0,5
105,149,2,5,EPO,0,28.91378735,33.77497531,1231.906806,-221.2797436,547.1272507,81.38791551,42.74815633,187.7988282,0,0,0,0,5
106,150,2,5,WCPO,0,-9999,-9999,-9999,-9999,483.6187085,211.9482258,32.20898669,354.4930403,0,0,0,0,6
107,151,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,6
108,152,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,6
109,153,2,5,WCPO,0,-9999,-9999,-9999,-9999,404.7542582,49.60422825,83.42655431,173.1009088,0,0,0,0,7
110,154,2,5,WCPO,0,108.7029139,36.66772537,-770.205011,-22.8739154,-9999,-9999,-9999,-9999,0,0,0,0,7
111,155,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,7
112,156,2,5,WCPO,0,-9999,-9999,-9999,-9999,273.3758277,15.08045157,43.7914981,390.2416772,0,0,0,0,8
113,157,2,5,WCPO,0,156.2538091,38.95180516,-768.9001819,-127.6584532,457.0348033,258.9022615,22.76670477,324.7785988,0,0,0,0,8
114,158,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,8
115,159,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,9
116,160,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,9
117,161,2,5,WCPO,0,-9999,-9999,-9999,-9999,513.4143743,98.84295803,49.50689756,303.1146575,0,0,0,0,9
118,162,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,10
119,163,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,10
120,164,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,10
121,165,2,5,WCPO,0,-97.86106571,59.62901958,-350.3002146,-106.1126617,482.460026,107.5379566,86.04443647,439.7696164,0,0,0,0,11
122,166,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,11
123,167,2,5,WCPO,0,-9999,-9999,-9999,-9999,439.6250296,170.8253499,43.27345604,235.2564483,0,0,0,0,11
124,168,2,5,WCPO,0,-9999,-9999,-9999,-9999,504.2451873,86.07442504,53.30405139,316.2244611,0,0,0,0,12
125,169,2,5,WCPO,0,-9999,-9999,-9999,-9999,444.9178488,109.523805,70.04629732,223.3303313,0,0,0,0,12
126,170,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,12
127,171,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,13
128,172,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,13
129,173,2,5,WCPO,0,-50.82893501,148.1901067,-464.3564657,419.3577199,-9999,-9999,-9999,-9999,0,0,0,0,13
130,174,2,5,WCPO,0,-9999,-9999,-9999,-9999,536.8208431,106.0682306,31.49562882,469.3853629,0,0,0,0,14
131,175,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14
132,176,2,5,WCPO,0,-9999,-9999,-9999,-9999,761.9279446,62.33427748,34.33061663,215.9425613,0,0,0,0,14
133,177,2,5,WCPO,0,-9999,-9999,-9999,-9999,378.1710602,193.8527281,31.0103207,420.0922606,0,0,0,0,15
134,178,2,5,WCPO,0,107.9544694,87.68566736,-653.0876278,117.0292144,-9999,-9999,-9999,-9999,0,0,0,0,15
135,179,2,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,15
136,135,3,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,16
137,136,3,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,16
138,137,3,5,EPO,0,-60.49845853,78.28526049,-546.1285145,215.7465195,-9999,-9999,-9999,-9999,0,0,0,0,16
139,138,3,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,17
140,139,3,5,EPO,0,304.5482659,45.49544248,0.213550292,52.04062191,-9999,-9999,-9999,-9999,0,0,0,0,17
141,140,3,5,EPO,0,-9999,-9999,-9999,-9999,419.9620295,229.917406,62.69595592,277.006245,0,0,0,0,17
142,141,3,5,EPO,0,-9999,-9999,-9999,-9999,680.1937419,172.0635096,57.98324712,314.3280842,0,0,0,0,18
143,142,3,5,EPO,0,-9999,-9999,-9999,-9999,120.4342503,228.8032726,13.16570169,234.0748366,0,0,0,0,18
144,143,3,5,EPO,0,-9999,-9999,-9999,-9999,566.7667391,208.1303955,51.17459885,462.9854313,0,0,0,0,18
145,144,3,5,EPO,0,231.7610787,22.8858104,193.070195,-135.9356761,-9999,-9999,-9999,-9999,0,0,0,0,19
146,145,3,5,EPO,0,-9999,-9999,-9999,-9999,552.1589386,159.211045,28.92494969,527.8741717,0,0,0,0,19
147,146,3,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,19
148,147,3,5,EPO,0,-9999,-9999,-9999,-9999,328.4743076,150.7576509,17.28423155,193.4311943,0,0,0,0,20
149,148,3,5,EPO,0,-9999,-9999,-9999,-9999,600.0534488,128.5683774,86.04335831,271.6965333,0,0,0,0,20
150,149,3,5,EPO,0,-9999,-9999,-9999,-9999,510.4440106,-46.26788972,42.92072717,257.8489332,0,0,0,0,20
151,150,3,5,WCPO,0,126.3019199,107.8976838,460.1857997,270.4224315,-9999,-9999,-9999,-9999,0,0,0,0,21
152,151,3,5,WCPO,0,15.2888107,-34.51493433,194.3987342,103.9960982,-9999,-9999,-9999,-9999,0,0,0,0,21
153,152,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,21
154,153,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,22
155,154,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,22
156,155,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,22
157,156,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,23
158,157,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,23
159,158,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,23
160,159,3,5,WCPO,0,-9999,-9999,-9999,-9999,574.4172776,134.9639661,22.35648446,275.8792226,0,0,0,0,24
161,160,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,24
162,161,3,5,WCPO,0,-130.1380534,110.0959168,784.2669207,1.154025251,-9999,-9999,-9999,-9999,0,0,0,0,24
163,162,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,25
164,163,3,5,WCPO,0,200.9840267,73.84990935,-466.5418818,-220.9612659,431.8188563,-32.74249177,65.61213024,344.0286338,0,0,0,0,25
165,164,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,25
166,165,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,26
167,166,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,26
168,167,3,5,WCPO,0,-9999,-9999,-9999,-9999,425.431405,201.6947489,41.75337109,316.2736488,0,0,0,0,26
169,168,3,5,WCPO,0,-9999,-9999,-9999,-9999,762.8662251,125.8519312,26.99422543,156.3131176,0,0,0,0,27
170,169,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,27
171,170,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,27
172,171,3,5,WCPO,0,-9999,-9999,-9999,-9999,311.7203345,107.132278,38.49181077,382.9878809,0,0,0,0,28
173,172,3,5,WCPO,0,132.094038,43.74624476,-595.9493423,-55.14047645,-9999,-9999,-9999,-9999,0,0,0,0,28
174,173,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,28
175,174,3,5,WCPO,0,72.74229602,50.59486664,1024.696771,-153.6587362,582.9826633,123.9877736,50.33059356,351.3861349,0,0,0,0,29
176,175,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,29
177,176,3,5,WCPO,0,-9999,-9999,-9999,-9999,657.2481002,142.9754938,24.04971592,279.4738216,0,0,0,0,29
178,177,3,5,WCPO,0,-9999,-9999,-9999,-9999,604.9613135,81.82814919,35.40386619,249.5704679,0,0,0,0,30
179,178,3,5,WCPO,0,366.2540501,96.56785931,619.8819406,290.3352673,677.3580009,196.1671375,57.50204772,320.5420966,0,0,0,0,30
180,179,3,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,30
181,135,4,5,EPO,0,145.5298617,135.9547431,955.9508987,520.010132,400.318442,79.24482687,19.46630461,206.20538,0,0,0,0,16
182,136,4,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,16
183,137,4,5,EPO,0,229.4932944,-5.650498719,-326.056596,-250.3247139,-9999,-9999,-9999,-9999,0,0,0,0,16
184,138,4,5,EPO,0,-9999,-9999,-9999,-9999,545.9473218,134.2255655,71.55179362,228.7870084,0,0,0,0,17
185,139,4,5,EPO,0,-9999,-9999,-9999,-9999,627.7371738,158.0697037,61.56741608,150.2561491,0,0,0,0,17
186,140,4,5,EPO,0,-9999,-9999,-9999,-9999,54.47745801,77.39758952,55.96092043,318.3544071,0,0,0,0,17
187,141,4,5,EPO,0,112.496241,71.9812982,951.0561992,-116.751067,347.4964538,-5.854506674,30.49260718,265.7682439,0,0,0,0,18
188,142,4,5,EPO,0,-9999,-9999,-9999,-9999,362.8779257,216.6770599,52.29177867,412.6943453,0,0,0,0,18
189,143,4,5,EPO,0,-9999,-9999,-9999,-9999,472.4041921,181.2462481,46.57887796,133.2684424,0,0,0,0,18
190,144,4,5,EPO,0,-9999,-9999,-9999,-9999,625.9406332,113.552838,18.28511076,252.7188793,0,0,0,0,19
191,145,4,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,19
192,146,4,5,EPO,0,-9999,-9999,-9999,-9999,399.1080115,227.005362,30.91343969,322.8137762,0,0,0,0,19
193,147,4,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,20
194,148,4,5,EPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,20
195,149,4,5,EPO,0,-9999,-9999,-9999,-9999,649.3577133,48.46865964,60.1618221,358.758896,0,0,0,0,20
196,150,4,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,21
197,151,4,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,21
198,152,4,5,WCPO,0,274.4444488,-21.95476257,1221.095005,-3.904071255,-9999,-9999,-9999,-9999,0,0,0,0,21
199,153,4,5,WCPO,0,-94.19789766,50.18632112,323.9903712,192.3223619,441.63118,130.0457827,54.30350853,448.7955113,0,0,0,0,22
200,154,4,5,WCPO,0,-9999,-9999,-9999,-9999,468.8896026,40.77991829,15.46220923,218.4651295,0,0,0,0,22
201,155,4,5,WCPO,0,-0.2540393,-17.96371541,385.2064346,50.83612526,786.3005166,27.14883342,52.3921484,283.0606521,0,0,0,0,22
202,156,4,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,23
203,157,4,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,23
204,158,4,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,23
205,159,4,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,24
206,160,4,5,WCPO,0,-9999,-9999,-9999,-9999,565.8003021,228.4000436,54.22450105,339.7616951,0,0,0,0,24
207,161,4,5,WCPO,0,227.0063145,66.68713899,1306.325448,256.3092589,-9999,-9999,-9999,-9999,0,0,0,0,24
208,162,4,5,WCPO,0,-9999,-9999,-9999,-9999,490.859265,225.5874228,16.17658833,175.203146,0,0,0,0,25
209,163,4,5,WCPO,0,161.065181,120.7725122,-159.0623132,155.1061015,-9999,-9999,-9999,-9999,0,0,0,0,25
210,164,4,5,WCPO,0,-9999,-9999,-9999,-9999,392.962624,216.818429,52.57969749,295.3982264,0,0,0,0,25
211,165,4,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,26
212,166,4,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,26
213,167,4,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,26
214,168,4,5,WCPO,0,-9999,-9999,-9999,-9999,306.9058349,92.91827519,63.58527984,208.017145,0,0,0,0,27
215,169,4,5,WCPO,0,-9999,-9999,-9999,-9999,529.4165067,56.63880314,31.37623149,332.5048272,0,0,0,0,27
216,170,4,5,WCPO,0,157.1391681,84.10102137,3.973792055,60.60066646,-9999,-9999,-9999,-9999,0,0,0,0,27
217,171,4,5,WCPO,0,-184.1211148,-17.81988726,1072.848208,-292.4964208,588.8648096,-3.228097613,2.183064579,253.8508193,0,0,0,0,28
218,172,4,5,WCPO,0,149.0175482,11.14235189,-11.41274635,-13.81247371,-9999,-9999,-9999,-9999,0,0,0,0,28
219,173,4,5,WCPO,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,28
